bucket,filename,size_bytes,url
brazil_farm1,252_30_L_20230830_M_73947-left.mp4,4437227,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/252_30_L_20230830_M_73947-left.mp4
brazil_farm1,254_12_L_20230825_M_81740-left.mp4,4693703,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/254_12_L_20230825_M_81740-left.mp4
brazil_farm1,255_20_L_20230825_M_70930-left.mp4,2226612,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/255_20_L_20230825_M_70930-left.mp4
brazil_farm1,255_25_L_20230824_M_72426-left.mp4,3203899,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/255_25_L_20230824_M_72426-left.mp4
brazil_farm1,255_25_L_20230830_M_72648-left.mp4,3567733,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/255_25_L_20230830_M_72648-left.mp4
brazil_farm1,257_30_L_20230824_M_75016-left.mp4,3387546,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/257_30_L_20230824_M_75016-left.mp4
brazil_farm1,260_24_L_20230824_M_72500-left.mp4,3274619,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/260_24_L_20230824_M_72500-left.mp4
brazil_farm1,261_30_L_20230831_M_85324-left.mp4,2979705,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/261_30_L_20230831_M_85324-left.mp4
brazil_farm1,264_15_L_20230808_T_142552-left.mp4,4371320,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/264_15_L_20230808_T_142552-left.mp4
brazil_farm1,264_25_L_20230825_M_75827-left.mp4,4712014,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/264_25_L_20230825_M_75827-left.mp4
brazil_farm1,265_15_L_20230808_T_142632-left.mp4,2244817,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/265_15_L_20230808_T_142632-left.mp4
brazil_farm1,265_24_L_20230825_M_75213-left.mp4,5310756,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/265_24_L_20230825_M_75213-left.mp4
brazil_farm1,265_29_L_20230830_M_84230-left.mp4,3169771,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/265_29_L_20230830_M_84230-left.mp4
brazil_farm1,267_28_L_20230825_M_85132-left.mp4,4609733,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/267_28_L_20230825_M_85132-left.mp4
brazil_farm1,267_30_L_20230831_M_85449-left.mp4,4308053,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/267_30_L_20230831_M_85449-left.mp4
brazil_farm1,268_15_L_20230808_T_143956-left.mp4,4354602,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/268_15_L_20230808_T_143956-left.mp4
brazil_farm1,268_27_L_20230825_M_75257-left.mp4,3646441,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/268_27_L_20230825_M_75257-left.mp4
brazil_farm1,268_28_L_20230809_M_80919-left.mp4,4049262,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/268_28_L_20230809_M_80919-left.mp4
brazil_farm1,269_15_L_20230808_T_145432-left.mp4,2645831,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/269_15_L_20230808_T_145432-left.mp4
brazil_farm1,269_29_L_20230825_M_75701-left.mp4,3722645,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/269_29_L_20230825_M_75701-left.mp4
brazil_farm1,277_15_L_20230808_T_145344-left.mp4,3870674,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/277_15_L_20230808_T_145344-left.mp4
brazil_farm1,277_30_L_20230830_M_83636-left.mp4,2190222,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/277_30_L_20230830_M_83636-left.mp4
brazil_farm1,279_21_L_20230825_M_71748-left.mp4,3487520,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/279_21_L_20230825_M_71748-left.mp4
brazil_farm1,279_23_L_20230824_M_72302-left.mp4,2278001,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/279_23_L_20230824_M_72302-left.mp4
brazil_farm1,279_30_L_20230830_M_73905-left.mp4,2372885,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/279_30_L_20230830_M_73905-left.mp4
brazil_farm1,284_15_L_20230808_T_145050-left.mp4,3464430,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/284_15_L_20230808_T_145050-left.mp4
brazil_farm1,285_22_L_20230809_M_75935-left.mp4,3128929,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/285_22_L_20230809_M_75935-left.mp4
brazil_farm1,287_15_L_20230808_T_145304-left.mp4,5394257,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/287_15_L_20230808_T_145304-left.mp4
brazil_farm1,287_30_L_20230830_M_83608-left.mp4,3837939,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/287_30_L_20230830_M_83608-left.mp4
brazil_farm1,288_30_L_20230824_M_75212-left.mp4,2874561,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/288_30_L_20230824_M_75212-left.mp4
brazil_farm1,289_15_L_20230808_T_144145-left.mp4,3503743,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/289_15_L_20230808_T_144145-left.mp4
brazil_farm1,289_20_L_20230824_M_81150-left.mp4,3194121,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/289_20_L_20230824_M_81150-left.mp4
brazil_farm1,289_30_L_20230824_T_142323-left.mp4,1833231,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/289_30_L_20230824_T_142323-left.mp4
brazil_farm1,296_15_L_20230808_T_143821-left.mp4,3315300,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/296_15_L_20230808_T_143821-left.mp4
brazil_farm1,301_22_L_20230830_M_84345-left.mp4,4581034,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/301_22_L_20230830_M_84345-left.mp4
brazil_farm1,308_15_L_20230808_T_143216-left.mp4,2358863,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/308_15_L_20230808_T_143216-left.mp4
brazil_farm1,308_27_L_20230825_M_75917-left.mp4,4402539,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/308_27_L_20230825_M_75917-left.mp4
brazil_farm1,308_30_L_20230830_M_83710-left.mp4,3020586,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/308_30_L_20230830_M_83710-left.mp4
brazil_farm1,312_15_L_20230808_T_144124-left.mp4,3012444,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/312_15_L_20230808_T_144124-left.mp4
brazil_farm1,312_23_L_20230809_M_81041-left.mp4,2945916,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm1/good/312_23_L_20230809_M_81041-left.mp4
brazil_farm2,753_30_L_20240123_M_70952-left.mp4,3526271,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/753_30_L_20240123_M_70952-left.mp4
brazil_farm2,V1_30_L_20240122_T_141612-left.mp4,2696247,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V1_30_L_20240122_T_141612-left.mp4
brazil_farm2,V1_30_L_20240122_T_150925-left.mp4,2831850,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V1_30_L_20240122_T_150925-left.mp4
brazil_farm2,V1_30_L_20240122_T_152106-left.mp4,3117955,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V1_30_L_20240122_T_152106-left.mp4
brazil_farm2,V1_30_L_20240123_T_143842-left.mp4,3943379,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V1_30_L_20240123_T_143842-left.mp4
brazil_farm2,V1_30_L_20240124_M_60453-left.mp4,4322312,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V1_30_L_20240124_M_60453-left.mp4
brazil_farm2,V2_30_L_20240122_T_141612-left.mp4,2800433,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V2_30_L_20240122_T_141612-left.mp4
brazil_farm2,V2_30_L_20240122_T_145752-left.mp4,2517168,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V2_30_L_20240122_T_145752-left.mp4
brazil_farm2,V2_30_L_20240122_T_150925-left.mp4,3070296,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V2_30_L_20240122_T_150925-left.mp4
brazil_farm2,V2_30_L_20240122_T_151642-left.mp4,3171901,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V2_30_L_20240122_T_151642-left.mp4
brazil_farm2,V2_30_L_20240122_T_152106-left.mp4,2765056,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V2_30_L_20240122_T_152106-left.mp4
brazil_farm2,V2_30_L_20240123_T_143842-left.mp4,2288581,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V2_30_L_20240123_T_143842-left.mp4
brazil_farm2,V_30_L_20240122_T_122439-left.mp4,2369185,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_122439-left.mp4
brazil_farm2,V_30_L_20240122_T_123946-left.mp4,2237707,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_123946-left.mp4
brazil_farm2,V_30_L_20240122_T_124211-left.mp4,2474203,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_124211-left.mp4
brazil_farm2,V_30_L_20240122_T_130433-left.mp4,2878340,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_130433-left.mp4
brazil_farm2,V_30_L_20240122_T_130508-left.mp4,2604249,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_130508-left.mp4
brazil_farm2,V_30_L_20240122_T_132651-left.mp4,2319305,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_132651-left.mp4
brazil_farm2,V_30_L_20240122_T_134321-left.mp4,2247949,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_134321-left.mp4
brazil_farm2,V_30_L_20240122_T_135105-left.mp4,2742378,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_135105-left.mp4
brazil_farm2,V_30_L_20240122_T_135216-left.mp4,1903799,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_135216-left.mp4
brazil_farm2,V_30_L_20240122_T_135314-left.mp4,2360275,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_135314-left.mp4
brazil_farm2,V_30_L_20240122_T_135746-left.mp4,1957303,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_135746-left.mp4
brazil_farm2,V_30_L_20240122_T_135802-left.mp4,2756745,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_135802-left.mp4
brazil_farm2,V_30_L_20240122_T_135908-left.mp4,2249727,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_135908-left.mp4
brazil_farm2,V_30_L_20240122_T_141407-left.mp4,3888281,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_141407-left.mp4
brazil_farm2,V_30_L_20240122_T_141509-left.mp4,3026033,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_141509-left.mp4
brazil_farm2,V_30_L_20240122_T_141858-left.mp4,2262098,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_141858-left.mp4
brazil_farm2,V_30_L_20240122_T_142659-left.mp4,2242445,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_142659-left.mp4
brazil_farm2,V_30_L_20240122_T_143149-left.mp4,2294164,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_143149-left.mp4
brazil_farm2,V_30_L_20240122_T_145145-left.mp4,3644656,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_145145-left.mp4
brazil_farm2,V_30_L_20240122_T_145525-left.mp4,2875694,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_145525-left.mp4
brazil_farm2,V_30_L_20240122_T_150050-left.mp4,2212585,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_150050-left.mp4
brazil_farm2,V_30_L_20240122_T_150135-left.mp4,2683165,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_150135-left.mp4
brazil_farm2,V_30_L_20240122_T_150708-left.mp4,4462205,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_150708-left.mp4
brazil_farm2,V_30_L_20240122_T_151443-left.mp4,4530197,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_151443-left.mp4
brazil_farm2,V_30_L_20240122_T_152511-left.mp4,4315504,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_152511-left.mp4
brazil_farm2,V_30_L_20240122_T_152546-left.mp4,2781568,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_152546-left.mp4
brazil_farm2,V_30_L_20240122_T_152842-left.mp4,4810075,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_152842-left.mp4
brazil_farm2,V_30_L_20240122_T_153109-left.mp4,4772449,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240122_T_153109-left.mp4
brazil_farm2,V_30_L_20240123_M_60358-left.mp4,3765028,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_60358-left.mp4
brazil_farm2,V_30_L_20240123_M_60426-left.mp4,5846331,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_60426-left.mp4
brazil_farm2,V_30_L_20240123_M_60607-left.mp4,5465559,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_60607-left.mp4
brazil_farm2,V_30_L_20240123_M_61138-left.mp4,3877737,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_61138-left.mp4
brazil_farm2,V_30_L_20240123_M_61235-left.mp4,4987166,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_61235-left.mp4
brazil_farm2,V_30_L_20240123_M_62818-left.mp4,8570045,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_62818-left.mp4
brazil_farm2,V_30_L_20240123_M_62906-left.mp4,6576773,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_62906-left.mp4
brazil_farm2,V_30_L_20240123_M_63208-left.mp4,7057486,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_63208-left.mp4
brazil_farm2,V_30_L_20240123_M_63404-left.mp4,10484757,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_63404-left.mp4
brazil_farm2,V_30_L_20240123_M_64053-left.mp4,5073358,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64053-left.mp4
brazil_farm2,V_30_L_20240123_M_64139-left.mp4,5734388,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64139-left.mp4
brazil_farm2,V_30_L_20240123_M_64221-left.mp4,4459625,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64221-left.mp4
brazil_farm2,V_30_L_20240123_M_64258-left.mp4,7237506,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64258-left.mp4
brazil_farm2,V_30_L_20240123_M_64541-left.mp4,5935737,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64541-left.mp4
brazil_farm2,V_30_L_20240123_M_64603-left.mp4,8616142,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64603-left.mp4
brazil_farm2,V_30_L_20240123_M_64654-left.mp4,3579570,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64654-left.mp4
brazil_farm2,V_30_L_20240123_M_64859-left.mp4,5085779,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_64859-left.mp4
brazil_farm2,V_30_L_20240123_M_65002-left.mp4,6056708,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_65002-left.mp4
brazil_farm2,V_30_L_20240123_M_65201-left.mp4,6930411,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_65201-left.mp4
brazil_farm2,V_30_L_20240123_M_70825-left.mp4,6602803,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_70825-left.mp4
brazil_farm2,V_30_L_20240123_M_70845-left.mp4,3457996,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_70845-left.mp4
brazil_farm2,V_30_L_20240123_M_70904-left.mp4,5117757,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_70904-left.mp4
brazil_farm2,V_30_L_20240123_M_70920-left.mp4,3972281,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_70920-left.mp4
brazil_farm2,V_30_L_20240123_M_71253-left.mp4,5021770,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_71253-left.mp4
brazil_farm2,V_30_L_20240123_M_71339-left.mp4,3418091,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_71339-left.mp4
brazil_farm2,V_30_L_20240123_M_72738-left.mp4,4415965,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_72738-left.mp4
brazil_farm2,V_30_L_20240123_M_72911-left.mp4,7875018,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_72911-left.mp4
brazil_farm2,V_30_L_20240123_M_72948-left.mp4,3585312,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_72948-left.mp4
brazil_farm2,V_30_L_20240123_M_73317-left.mp4,6039890,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_73317-left.mp4
brazil_farm2,V_30_L_20240123_M_73842-left.mp4,5501122,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_73842-left.mp4
brazil_farm2,V_30_L_20240123_M_73919-left.mp4,5186377,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_73919-left.mp4
brazil_farm2,V_30_L_20240123_M_73941-left.mp4,3720122,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_73941-left.mp4
brazil_farm2,V_30_L_20240123_M_74002-left.mp4,3356413,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_74002-left.mp4
brazil_farm2,V_30_L_20240123_M_74632-left.mp4,7199979,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_74632-left.mp4
brazil_farm2,V_30_L_20240123_M_74656-left.mp4,5022472,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_74656-left.mp4
brazil_farm2,V_30_L_20240123_M_75128-left.mp4,3651098,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75128-left.mp4
brazil_farm2,V_30_L_20240123_M_75213-left.mp4,2673054,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75213-left.mp4
brazil_farm2,V_30_L_20240123_M_75233-left.mp4,4769675,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75233-left.mp4
brazil_farm2,V_30_L_20240123_M_75607-left.mp4,5968036,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75607-left.mp4
brazil_farm2,V_30_L_20240123_M_75707-left.mp4,4819819,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75707-left.mp4
brazil_farm2,V_30_L_20240123_M_75736-left.mp4,4457788,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75736-left.mp4
brazil_farm2,V_30_L_20240123_M_75753-left.mp4,4798262,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75753-left.mp4
brazil_farm2,V_30_L_20240123_M_75841-left.mp4,4832379,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75841-left.mp4
brazil_farm2,V_30_L_20240123_M_75855-left.mp4,4408847,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_M_75855-left.mp4
brazil_farm2,V_30_L_20240123_T_123403-left.mp4,2544592,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_T_123403-left.mp4
brazil_farm2,V_30_L_20240123_T_123544-left.mp4,3206446,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_T_123544-left.mp4
brazil_farm2,V_30_L_20240123_T_123557-left.mp4,3125391,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_T_123557-left.mp4
brazil_farm2,V_30_L_20240123_T_123644-left.mp4,4026482,https://object-arbutus.cloud.computecanada.ca/awp-public-compressed-20260109-8427/brazil_farm2/good/V_30_L_20240123_T_123644-left.mp4
